Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	
4553	-1,5	13,199	4,4218	
4554	-1,5	13,311	1,8744	
4555	-1,5	14,906	0,625	
4556	-1,5	20,406	9,375	
4557	-1,5	20,406	0,625	
4558	-1,5	12,848	9,4139	
4559	-1,5	25,367	9,3135	
4560	-1,5	25,37	0,68744	
4561	-1,5	5,6746	9,1302	
4562	-1,5	7,0623	3,1556	
4563	-1,5	5,7361	3,6881	
4564	-1,5	6,1878	6,7699	
4565	-1,5	13,133	0,64063	
4566	-1,5	17,553	6,8443	
4567	-1,5	26,598	0,65039	
4568	-1,5	9,3748	3,3268	
4569	-1,5	9,0067	4,6617	
4570	-1,5	8,1387	3,4823	
4571	-1,5	18,641	0,69956	
4572	-1,5	7,2092	0,72363	
4573	-1,5	18,039	1,8697	
4574	-1,5	6,6082	6,4775	
4575	-1,5	29,243	0,8199	
4576	-1,5	29,365	9,1667	
4577	-1,5	18,646	1,8527	
4578	-1,5	8,4141	4,7344	
4579	-1,5	14,26	3,1389	
4580	-1,5	19,719	3,125	
4581	-1,5	19,156	6,875	
4582	-1,5	13,531	6,875	
4583	-1,5	15,656	0,625	
4584	-1,5	21,156	9,375	
4585	-1,5	21,156	0,625	
4586	-1,5	14,781	5,625	
4587	-1,5	14,854	4,3514	
4588	-1,5	15,469	5,625	
4589	-1,5	15,549	4,3725	
4590	-1,5	20,969	4,375	
4591	-1,5	20,969	5,625	
4592	-1,5	20,281	5,625	
4593	-1,5	20,385	4,3826	
4594	-1,5	14,806	6,9376	
4595	-1,5	14,094	5,625	
4596	-1,5	14,854	3,1072	
4597	-1,5	20,306	6,9478	
4598	-1,5	19,671	5,6394	
4599	-1,5	20,323	3,125	
4600	-1,5	16,156	5,6692	
4601	-1,5	15,347	6,9572	
4602	-1,5	15,406	3,1403	
4603	-1,5	16,156	4,375	
4604	-1,5	21,605	5,6809	
4605	-1,5	20,839	6,9158	
4606	-1,5	20,839	3,088	
4607	-1,5	21,607	4,3304	
4608	-1,5	13,656	9,375	
4609	-1,5	13,01	8,1027	
4610	-1,5	25,403	8,1024	
4611	-1,5	25,402	1,8864	
4612	-1,5	13,248	3,1023	
4613	-1,5	18,576	6,9477	
4614	-1,5	18,66	3,1388	
4615	-1,5	5,6797	3,2031	
4616	-1,5	15,938	8,5349	
4617	-1,5	9,6188	4,6526	
4618	-1,5	24,329	8,0778	
4619	-1,5	24,318	1,92	
4620	-1,5	28,031	5,25	
4621	-1,5	26,719	5,25	
4622	-1,5	26,719	4,75	
4623	-1,5	28,031	4,75	
4624	-1,5	29,344	5,25	
4625	-1,5	29,344	5,75	
4626	-1,5	28,031	5,75	
4627	-1,5	25,594	6,5	
4628	-1,5	25,58	3,4354	
4629	-1,5	25,457	5,2981	
4630	-1,5	26,749	5,8021	
4631	-1,5	25,485	4,7054	
4632	-1,5	26,755	4,2014	
4633	-1,5	29,411	4,2366	
4634	-1,5	27,949	4,2292	
4635	-1,5	22,777	4,4262	
4636	-1,5	22,86	5,5457	
4637	-1,5	17,281	4,4335	
4638	-1,5	17,29	5,568	
4639	-1,5	17,313	9,375	
4640	-1,5	17,371	0,61921	
4641	-1,5	23,603	9,3797	
4642	-1,5	23,062	8,125	
4643	-1,5	22,38	8,1146	
4644	-1,5	16,938	8,125	
4645	-1,5	23,062	1,875	
4646	-1,5	23,604	0,61166	
4647	-1,5	22,438	1,875	
4648	-1,5	16,954	1,8287	
4649	-1,5	28,069	8,9561	
4650	-1,5	11,75	1,9375	
4651	-1,5	11,294	0,51413	
4652	-1,5	29,471	7,8129	
4653	-1,5	9,0788	0,7934	
4654	-1,5	11,056	2,6545	
4655	-1,5	15,732	5,	
4656	-1,5	14,438	5,	
4657	-1,5	21,232	5,	
4658	-1,5	19,938	5,	
4659	-1,5	15,053	6,2647	
4660	-1,5	15,056	3,7437	
4661	-1,5	20,625	6,25	
4662	-1,5	20,625	3,75	
4663	-1,5	18,531	5,625	
4664	-1,5	13,529	5,5626	
4665	-1,5	12,972	6,8137	
4666	-1,5	12,41	8,0665	
4667	-1,5	11,843	9,4213	
4668	-1,5	26,372	9,3929	
4669	-1,5	8,7572	3,3091	
4670	-1,5	9,7578	2,6719	
4671	-1,5	9,2266	3,9844	
4672	-1,5	5,6506	0,83388	
4673	-1,5	19,339	8,0886	
4674	-1,5	26,787	6,4092	
4675	-1,5	26,76	3,5869	
4676	-1,5	7,2708	2,2083	
4677	-1,5	21,748	8,3105	
4678	-1,5	11,309	8,1484	
4679	-1,5	10,77	9,3828	
4680	-1,5	11,848	6,9141	
4681	-1,5	12,387	5,6797	
4682	-1,5	27,753	6,3229	
4683	-1,5	27,938	2,625	
4684	-1,5	27,236	2,6042	
4685	-1,5	28,41	3,8181	
4686	-1,5	28,648	7,6366	
4687	-1,5	14,222	4,3062	
4688	-1,5	19,296	9,5242	
4689	-1,5	25,813	2,875	
4690	-1,5	25,813	7,125	
4691	-1,5	10,211	5,7969	
4692	-1,5	10,789	6,9531	
4693	-1,5	11,305	5,7344	
4694	-1,5	10,273	8,1719	
4695	-1,5	9,683	9,3929	
4696	-1,5	6,556	2,6623	
4697	-1,5	15,94	1,1663	
4698	-1,5	21,409	1,1837	
4699	-1,5	29,362	6,5578	
4700	-1,5	18,034	0,63646	
4701	-1,5	9,75	8,1875	
4702	-1,5	8,2344	9,4063	
4703	-1,5	9,2383	8,1953	
4704	-1,5	21,609	6,7708	
4705	-1,5	16,099	6,6985	
4706	-1,5	8,6617	8,1497	
4707	-1,5	9,1953	7,0156	
4708	-1,5	10,242	6,9844	
4709	-1,5	9,6641	5,8281	
4710	-1,5	11,687	4,4198	
4711	-1,5	14,656	9,375	
4712	-1,5	10,468	3,3387	
4713	-1,5	23,045	0,79861	
4714	-1,5	19,265	1,7044	
4715	-1,5	10,808	1,2478	
4716	-1,5	21,823	0,79344	
4717	-1,5	8,0469	6,0313	
4718	-1,5	9,1392	5,9041	
4719	-1,5	8,6719	7,0313	
4720	-1,5	17,975	9,2245	
4721	-1,5	7,9665	4,9498	
4722	-1,5	14,016	0,63542	
4723	-1,5	6,7014	7,2361	
4724	-1,5	6,6797	9,4531	
4725	-1,5	5,5729	7,2708	
4726	-1,5	13,398	1,276	
4727	-1,5	10,258	4,4543	
4728	-1,5	25,5	4,125	
4729	-1,5	25,5	5,875	
4730	-1,5	23,816	6,9421	
4731	-1,5	15,151	1,7752	
4732	-1,5	20,648	1,7722	
4733	-1,5	24,932	5,6282	
4734	-1,5	25,031	3,125	
4735	-1,5	26,156	6,125	
4736	-1,5	26,156	3,875	
4737	-1,5	25,842	0,63809	
4738	-1,5	27,874	0,67849	
4739	-1,5	19,387	4,3156	
4740	-1,5	22,004	9,349	
4741	-1,5	16,467	0,63301	
4742	-1,5	7,0186	8,3478	
4743	-1,5	24,585	0,61892	
4744	-1,5	24,585	9,3811	
4745	-1,5	13,818	1,7346	
4746	-1,5	27,26	8,4583	
4747	-1,5	23,466	5,7292	
4748	-1,5	19,484	0,625	
4749	-1,5	14,127	7,0081	
4750	-1,5	20,479	8,3333	
4751	-1,5	13,241	7,5847	
4752	-1,5	23,809	4,4145	
4753	-1,5	13,813	6,25	
4754	-1,5	12,754	8,7532	
4755	-1,5	22,732	8,6615	
4756	-1,5	7,7525	1,4892	
4757	-1,5	15,649	8,035	
4758	-1,5	13,609	7,9741	
4759	-1,5	27,062	2,0602	
4760	-1,5	5,5469	5,7813	
4761	-1,5	6,6215	5,3815	
4762	-1,5	5,5469	4,7813	
4763	-1,5	18,77	1,2782	
4764	-1,5	22,74	1,3542	
4765	-1,5	21,922	3,75	
4766	-1,5	23,154	6,1606	
4767	-1,5	16,422	3,75	
4768	-1,5	17,588	6,0941	
4769	-1,5	23,984	1,25	
4770	-1,5	25,261	1,1985	
4771	-1,5	25,261	8,8017	
4772	-1,5	24,033	8,7751	
4773	-1,5	7,4002	5,0845	
4774	-1,5	15,51	8,9424	
4775	-1,5	7,7629	3,8718	
4776	-1,5	27,762	9,5073	
4777	-1,5	18,459	7,9056	
4778	-1,5	26,517	1,8995	
4779	-1,5	28,892	2,7917	
4780	-1,5	9,5248	2,2115	
4781	-1,5	8,6393	2,5152	
4782	-1,5	23,664	1,875	
4783	-1,5	23,697	8,1791	
4784	-1,5	24,925	1,8616	
4785	-1,5	24,921	8,1446	
4786	-1,5	28,086	7,5501	
4787	-1,5	26,569	7,5774	
4788	-1,5	21,973	6,0836	
4789	-1,5	16,437	6,0603	
4790	-1,5	14,484	7,3958	
4791	-1,5	28,848	9,4926	
4792	-1,5	16,7	5,6759	
4793	-1,5	16,693	4,3553	
4794	-1,5	22,204	5,6831	
4795	-1,5	28,774	1,0998	
4796	-1,5	24,522	7,5368	
4797	-1,5	23,345	2,4105	
4798	-1,5	24,344	3,75	
4799	-1,5	5,6263	8,612	
4800	-1,5	17,633	3,8542	
4801	-1,5	23,133	3,8542	
4802	-1,5	5,9581	8,3954	
4803	-1,5	6,4704	4,0666	
4804	-1,5	6,7539	0,91927	
4805	-1,5	29,462	1,8155	
4806	-1,5	28,285	1,7949	
4807	-1,5	28,265	8,0511	
4808	-1,5	29,432	8,2905	
4809	-1,5	17,94	5,625	
4810	-1,5	7,5532	6,0985	
4811	-1,5	20,067	1,0964	
4812	-1,5	20,13	8,8542	
4813	-1,5	5,5469	6,2812	
4814	-1,5	24,958	4,3542	
4815	-1,5	6,2956	0,5133	
4816	-1,5	14,59	1,1026	
4817	-1,5	18,008	6,875	
4818	-1,5	19,859	9,4504	
4819	-1,5	22,583	5,	
4820	-1,5	17,037	5,002	
4821	-1,5	14,824	8,1856	
4822	-1,5	6,575	5,9355	
4823	-1,5	21,641	9,0625	
4824	-1,5	7,2122	7,8481	
4825	-1,5	29,489	7,3195	
4826	-1,5	17,5	8,2292	
4827	-1,5	7,6178	3,2867	
4828	-1,5	11,117	1,8054	
4829	-1,5	9,3621	1,028	
4830	-1,5	20,24	7,9167	
4831	-1,5	11,885	3,316	
4832	-1,5	11,816	0,64323	
4833	-1,5	26,655	7,0406	
4834	-1,5	12,344	9,375	
4835	-1,5	19,156	3,125	
4836	-1,5	19,719	6,875	
4837	-1,5	19,5	2,4618	
4838	-1,5	17,813	2,5	
4839	-1,5	18,749	3,7829	
4840	-1,5	19,382	6,1663	
4841	-1,5	6,4467	8,445	
4842	-1,5	27,762	3,6667	
4843	-1,5	11,369	2,3126	
4844	-1,5	5,4858	2,3551	
4845	-1,5	8,5938	5,9375	
4846	-1,5	7,7344	5,5313	
4847	-1,5	8,8608	5,4173	
4848	-1,5	8,3594	6,5313	
4849	-1,5	16,189	1,6721	
4850	-1,5	21,685	1,6773	
4851	-1,5	26,368	1,417	
4852	-1,5	27,024	3,1146	
4853	-1,5	26,861	7,8928	
4854	-1,5	25,335	7,0756	
4855	-1,5	15,185	9,4881	
4856	-1,5	28,279	9,5005	
4857	-1,5	12,077	0,99955	
4858	-1,5	26,917	9,4583	
4859	-1,5	5,5273	1,8516	
4860	-1,5	10,758	5,7656	
4861	-1,5	12,766	4,4271	
4862	-1,5	11,021	5,2416	
4863	-1,5	9,8878	5,3537	
4864	-1,5	13,23	5,1089	
4865	-1,5	12,127	5,1734	
4866	-1,5	12,309	3,7462	
4867	-1,5	10,5	6,375	
4868	-1,5	14,192	2,1549	
4869	-1,5	29,365	1,3333	
4870	-1,5	5,6133	4,2422	
4871	-1,5	11,846	5,707	
4872	-1,5	12,928	5,6523	
4873	-1,5	23,465	7,7623	
4874	-1,5	6,8584	8,8525	
4875	-1,5	15,447	7,4503	
4876	-1,5	16,443	8,3333	
4877	-1,5	12,652	6,2734	
4878	-1,5	11,582	6,3203	
4879	-1,5	23,042	9,1667	
4880	-1,5	24,463	5,4688	
4881	-1,5	7,7648	7,1756	
4882	-1,5	5,8763	2,7092	
4883	-1,5	24,775	2,276	
4884	-1,5	19,091	5,5608	
4885	-1,5	17,469	1,875	
4886	-1,5	22,219	7,5	
4887	-1,5	21,156	7,5	
4888	-1,5	21,156	2,5	
4889	-1,5	22,21	2,4339	
4890	-1,5	16,722	7,5521	
4891	-1,5	15,656	2,5	
4892	-1,5	16,714	2,4348	
4893	-1,5	16,141	3,3333	
4894	-1,5	21,641	3,3333	
4895	-1,5	11,318	6,9336	
4896	-1,5	12,377	6,8945	
4897	-1,5	27,097	0,50528	
4898	-1,5	9,7188	7,	
4899	-1,5	8,9609	7,6094	
4900	-1,5	10,008	7,5781	
4901	-1,5	11,055	7,5469	
4902	-1,5	12,102	7,5156	
4903	-1,5	9,4297	6,4219	
4904	-1,5	18,547	7,3958	
4905	-1,5	20,26	7,3958	
4906	-1,5	13,74	3,1528	
4907	-1,5	12,521	2,5694	
4908	-1,5	13,35	3,8033	
4909	-1,5	10,505	1,7465	
4910	-1,5	5,5645	1,3346	
4911	-1,5	16,32	8,9182	
4912	-1,5	10,791	8,1602	
4913	-1,5	11,826	8,1367	
4914	-1,5	13,945	8,3854	
4915	-1,5	10,138	2,2031	
4916	-1,5	26,312	8,8745	
4917	-1,5	13,801	8,8802	
4918	-1,5	6,1587	9,2589	
4919	-1,5	8,1458	1,875	
4920	-1,5	8,2865	0,46875	
4921	-1,5	11,551	8,7578	
4922	-1,5	10,527	8,7734	
4923	-1,5	9,5039	8,7891	
4924	-1,5	8,481	8,7226	
4925	-1,5	6,4175	1,5422	
4926	-1,5	10,74	0,4375	
4927	-1,5	11,328	4,0845	
4928	-1,5	25,911	9,4167	
4929	-1,5	10,264	9,3867	
4930	-1,5	11,275	9,3789	
4931	-1,5	7,7215	0,53983	
4932	-1,5	12,255	2,1493	
4933	-1,5	8,1118	4,3338	
4934	-1,5	25,917	1,8041	
4935	-1,5	25,874	8,0773	
4936	-1,5	5,5469	5,2813	
4937	-1,5	14,162	9,2594	
4938	-1,5	29,344	4,75	
4939	-1,5	27,375	4,5	
4940	-1,5	27,375	5,5	
4941	-1,5	28,688	5,	
4942	-1,5	28,688	6,	
4943	-1,5	6,0938	5,5625	
4944	-1,5	18,752	5,0776	
4945	-1,5	17,163	8,712	
4946	-1,5	17,125	1,25	
4947	-1,5	26,063	5,	
4948	-1,5	22,824	6,6149	
4949	-1,5	9,2188	1,8125	
4950	-1,5	29,622	3,8619	
4951	-1,5	9,9274	3,3257	
4952	-1,5	11,883	1,4044	
4953	-1,5	5,6496	6,7752	
4954	-1,5	14,226	2,6469	
4955	-1,5	23,66	2,8703	
4956	-1,5	24,344	6,25	
4957	-1,5	24,01	3,3333	
4958	-1,5	24,81	7,0934	
4959	-1,5	27,862	8,4583	
4960	-1,5	28,234	6,2636	
4961	-1,5	28,934	4,0151	
4962	-1,5	21,148	1,6926	
4963	-1,5	15,657	1,6884	
4964	-1,5	28,623	3,2453	
4965	-1,5	18,316	8,75	
4966	-1,5	27,401	1,7939	
4967	-1,5	28,282	0,83644	
4968	-1,5	17,056	7,0616	
4969	-1,5	22,5	7,0833	
4970	-1,5	28,415	2,7083	
4971	-1,5	19,87	4,3886	
4972	-1,5	27,295	6,4911	
4973	-1,5	8,3912	2,983	
4974	-1,5	11,531	2,6979	
4975	-1,5	21,327	2,9442	
4976	-1,5	15,828	2,9486	
4977	-1,5	10,676	4,8096	
4978	-1,5	20,865	7,9167	
4979	-1,5	8,5936	0,90326	
4980	-1,5	21,426	7,9042	
4981	-1,5	16,784	3,3537	
4982	-1,5	22,284	3,3537	
4983	-1,5	6,8367	0,4168	
4984	-1,5	23,204	9,6166	
4985	-1,5	16,49	2,0833	
4986	-1,5	21,99	2,0833	
4987	-1,5	18,204	2,9335	
4988	-1,5	6,0389	4,0464	
4989	-1,5	23,51	7,2917	
4990	-1,5	24,698	2,7083	
4991	-1,5	16,414	7,1354	
4992	-1,5	21,914	7,1354	
4993	-1,5	21,57	9,5313	
4994	-1,5	23,012	2,8972	
4995	-1,5	23,464	6,6385	
4996	-1,5	25,578	2,375	
4997	-1,5	25,578	7,625	
4998	-1,5	6,056	8,0026	
4999	-1,5	18,785	9,5833	
5000	-1,5	20,371	1,4563	
5001	-1,5	7,7083	2,0417	
5002	-1,5	12,306	1,3665	
5003	-1,5	11,3	4,7548	
5004	-1,5	22,208	0,41667	
5005	-1,5	7,1075	2,6439	
5006	-1,5	24,571	3,3422	
5007	-1,5	24,294	7,062	
5008	-1,5	22,496	9,1917	
5009	-1,5	10,888	3,7	
5010	-1,5	5,4382	2,8546	
5011	-1,5	19,911	0,64917	
5012	-1,5	12,849	2,1597	
5013	-1,5	18,27	9,6033	
5014	-1,5	29,109	2,4362	
5015	-1,5	14,883	1,4598	
5016	-1,5	17,505	2,8936	
5017	-1,5	10,189	0,405	
5018	-1,5	22,729	0,4011	
5019	-1,5	5,8008	0,40885	
5020	-1,5	6,7303	3,6051	
5021	-1,5	26,273	7,2356	
5022	-1,5	24,875	9,0625	
5023	-1,5	24,875	0,9375	
5024	-1,5	16,1	0,66314	
5025	-1,5	20,489	2,1494	
5026	-1,5	19,65	2,046	
5027	-1,5	18,614	8,3627	
5028	-1,5	19,744	7,9156	
5029	-1,5	21,372	8,6979	
5030	-1,5	7,0335	6,21	
5031	-1,5	29,59	3,2229	
5032	-1,5	23,299	4,375	
5033	-1,5	17,799	4,375	
5034	-1,5	23,928	5,3338	
5035	-1,5	14,428	0,654	
5036	-1,5	13,707	0,95573	
5037	-1,5	28,269	1,2798	
5038	-1,5	19,169	0,9375	
5039	-1,5	14,997	2,1583	
5040	-1,5	22,887	3,4896	
5041	-1,5	17,387	3,4896	
5042	-1,5	29,11	7,5593	
5043	-1,5	29,475	2,277	
5044	-1,5	13,618	4,2406	
5045	-1,5	12,735	3,0282	
5046	-1,5	7,3694	1,7806	
5047	-1,5	9,5555	1,3758	
5048	-1,5	7,0091	1,8984	
5049	-1,5	9,4825	0,68632	
5050	-1,5	17,938	7,9167	
5051	-1,5	19,076	0,57741	
5052	-1,5	29,235	9,6707	
5053	-1,5	24,078	4,0913	
5054	-1,5	26,228	0,38702	
5055	-1,5	24,584	4,0772	
5056	-1,5	25,056	6,7171	
5057	-1,5	24,117	9,375	
5058	-1,5	24,117	0,625	
5059	-1,5	24,953	9,4252	
5060	-1,5	24,954	0,57499	
5061	-1,5	5,8398	9,6016	
5062	-1,5	21,323	7,0857	
5063	-1,5	21,921	7,8655	
5064	-1,5	23,205	0,35798	
5065	-1,5	17,79	9,6454	
5066	-1,5	16,146	8,0516	
5067	-1,5	27,315	9,6017	
5068	-1,5	29,604	8,7975	
5069	-1,5	28,187	0,37739	
5070	-1,5	27,631	7,4932	
5071	-1,5	29,154	0,39583	
5072	-1,5	29,577	0,44792	
5073	-1,5	6,1652	3,1158	
5074	-1,5	28,068	6,6875	
5075	-1,5	28,497	8,4792	
5076	-1,5	15,117	7,892	
5077	-1,5	5,4199	9,5508	
5078	-1,5	7,4961	8,2891	
5079	-1,5	7,2752	3,651	
5080	-1,5	8,7741	0,4108	
5081	-1,5	29,591	9,6042	
5082	-1,5	26,863	8,3148	
5083	-1,5	8,2552	7,0938	
5084	-1,5	26,133	0,97917	
5085	-1,5	16,806	0,87086	
5086	-1,5	16,803	9,1264	
5087	-1,5	18,482	4,1077	
5088	-1,5	18,922	4,2188	
5089	-1,5	16,281	9,6875	
5090	-1,5	29,398	6,9167	
5091	-1,5	6,6376	4,9003	
5092	-1,5	10,067	4,882	
5093	-1,5	24,349	5,0198	
5094	-1,5	29,076	8,6042	
5095	-1,5	19,592	4,7612	
5096	-1,5	14,408	8,2806	
5097	-1,5	29,084	6,2846	
5098	-1,5	29,608	6,2853	
5099	-1,5	7,5195	1,0547	
5100	-1,5	29,043	6,7083	
5101	-1,5	18,286	0,32684	
5102	-1,5	6,1925	3,7249	
5103	-1,5	25,423	2,9266	
5104	-1,5	7,2743	7,3403	
5105	-1,5	24,397	2,4473	
5106	-1,5	28,102	2,25	
5107	-1,5	10,194	3,6128	
5108	-1,5	27,945	7,1535	
5109	-1,5	8,2018	7,8806	
5110	-1,5	16,367	0,9375	
5111	-1,5	10,175	2,9955	
5112	-1,5	15,854	7,0833	
5113	-1,5	5,4004	0,45443	
5114	-1,5	8,8206	2,8709	
5115	-1,5	18,199	7,6133	
5116	-1,5	18,125	7,2656	
5117	-1,5	28,957	3,623	
5118	-1,5	6,896	2,3019	
5119	-1,5	24,094	6,5625	
5120	-1,5	24,552	5,8861	
5121	-1,5	18,514	4,612	
5122	-1,5	8,2792	8,2876	
5123	-1,5	9,2456	0,36125	
5124	-1,5	17,563	7,8173	
5125	-1,5	9,1921	9,1849	
5126	-1,5	12,141	1,7628	
5127	-1,5	7,181	9,1484	
5128	-1,5	7,3364	6,5086	
5129	-1,5	6,0483	8,7978	
5130	-1,5	7,6729	9,1767	
5131	-1,5	23,382	5,3301	
5132	-1,5	7,1073	9,4997	
5133	-1,5	7,7747	9,601	
5134	-1,5	8,7697	9,1688	
5135	-1,5	23,948	4,8294	
5136	-1,5	26,602	3,1265	
5137	-1,5	24,421	0,95104	
5138	-1,5	24,46	9,0417	
5139	-1,5	19,644	0,92361	
5140	-1,5	9,1907	9,6018	
5141	-1,5	21,643	0,36458	
5142	-1,5	19,127	2,1254	
5143	-1,5	19,844	7,2656	
5144	-1,5	14,23	0,3151	
5145	-1,5	8,7818	9,5959	
5146	-1,5	17,801	0,31509	
5147	-1,5	26,238	2,7722	
5148	-1,5	9,7539	0,98925	
5149	-1,5	13,671	2,1688	
5150	-1,5	13,445	8,3854	
5151	-1,5	26,095	8,4704	
5152	-1,5	11,406	3,0106	
5153	-1,5	24,773	9,6875	
5154	-1,5	24,773	0,3125	
5155	-1,5	14,184	0,93223	
5156	-1,5	18,08	4,0833	
5157	-1,5	18,082	4,6885	
5158	-1,5	23,587	4,0865	
5159	-1,5	23,567	4,7118	
5160	-1,5	14,651	7,8638	
5161	-1,5	19,276	0,3125	
5162	-1,5	15,01	9,0799	
5163	-1,5	19,723	0,3125	
5164	-1,5	13,787	0,31901	
5165	-1,5	7,2615	0,34462	
5166	-1,5	27,823	1,591	
5167	-1,5	7,0551	4,7752	
5168	-1,5	11,188	0,98023	
5169	-1,5	9,0516	2,2146	
5170	-1,5	15,411	2,1227	
5171	-1,5	20,908	2,1237	
5172	-1,5	16,756	0,38103	
5173	-1,5	16,734	9,5896	
5174	-1,5	22,319	9,6316	
5175	-1,5	6,9887	5,1892	
5176	-1,5	27,544	0,49952	
5177	-1,5	27,257	7,9525	
5178	-1,5	27,599	2,3041	
5179	-1,5	19,707	4,0801	
5180	-1,5	16,93	2,8125	
5181	-1,5	22,43	2,8125	
5182	-1,5	7,4948	2,5104	
5183	-1,5	26,502	8,5285	
5184	-1,5	14,033	4,654	
5185	-1,5	10,097	0,89167	
5186	-1,5	5,5729	7,6458	
5187	-1,5	13,247	9,4926	
5188	-1,5	20,778	0,55442	
5189	-1,5	20,778	9,4456	
5190	-1,5	15,278	0,55442	
5191	-1,5	12,757	0,56894	
5192	-1,5	9,7127	0,35147	
5193	-1,5	8,3255	2,2031	
5194	-1,5	8,5391	1,7344	
5195	-1,5	20,179	1,9241	
5196	-1,5	5,3018	8,3866	
5197	-1,5	12,528	0,96695	
5198	-1,5	12,084	0,31883	
5199	-1,5	12,547	4,125	
5200	-1,5	11,891	4,7917	
5201	-1,5	12,963	4,7605	
5202	-1,5	13,477	4,7025	
5203	-1,5	13,094	4,0938	
5204	-1,5	12,219	2,8854	
5205	-1,5	12,438	4,7604	
5206	-1,5	12,064	4,1383	
5207	-1,5	12,974	1,667	
5208	-1,5	13,311	2,2586	
5209	-1,5	25,703	0,3125	
5210	-1,5	25,203	0,3125	
5211	-1,5	25,672	9,0765	
5212	-1,5	25,203	9,6875	
5213	-1,5	13,045	9,0732	
5214	-1,5	12,597	9,6887	
5215	-1,5	20,58	0,99484	
5216	-1,5	20,141	0,3125	
5217	-1,5	20,609	9,0625	
5218	-1,5	15,086	0,99659	
5219	-1,5	14,642	0,31365	
5220	-1,5	15,957	9,0253	
5221	-1,5	6,2739	9,6632	
5222	-1,5	8,2184	3,8764	
5223	-1,5	5,3398	3,3516	
5224	-1,5	5,3304	3,786	
5225	-1,5	6,5781	3,1958	
5226	-1,5	7,3948	2,9022	
5227	-1,5	8,1257	2,6602	
5228	-1,5	6,6466	6,8649	
5229	-1,5	6,1328	7,1719	
5230	-1,5	6,1068	6,4323	
5231	-1,5	27,638	2,8439	
5232	-1,5	12,949	0,96094	
5233	-1,5	13,377	0,31151	
5234	-1,5	16,305	0,3125	
5235	-1,5	17,617	7,1875	
5236	-1,5	17,28	6,5337	
5237	-1,5	26,805	1,0625	
5238	-1,5	5,3132	8,806	
5239	-1,5	8,6721	5,0435	
5240	-1,5	9,0195	3,6797	
5241	-1,5	9,4336	4,2891	
5242	-1,5	7,9641	3,0687	
5243	-1,5	8,8006	4,3335	
5244	-1,5	9,1863	5,0144	
5245	-1,5	9,2384	2,9721	
5246	-1,5	9,626	3,6409	
5247	-1,5	10,773	3,0399	
5248	-1,5	18,874	8,0779	
5249	-1,5	24,369	0,3125	
5250	-1,5	24,369	9,6875	
5251	-1,5	13,909	2,4482	
5252	-1,5	13,844	2,7803	
5253	-1,5	14,581	2,8238	
5254	-1,5	29,675	6,6548	
5255	-1,5	28,56	9,1599	
5256	-1,5	19,089	9,1162	
5257	-1,5	18,359	0,94594	
5258	-1,5	18,81	0,3125	
5259	-1,5	6,7524	1,5651	
5260	-1,5	16,174	9,2929	
5261	-1,5	18,223	2,1895	
5262	-1,5	17,813	1,5625	
5263	-1,5	14,654	1,9375	
5264	-1,5	17,829	6,5147	
5265	-1,5	29,654	0,89583	
5266	-1,5	6,0074	3,4385	
5267	-1,5	26,78	2,849	
5268	-1,5	11,592	0,98604	
5269	-1,5	28,921	9,0413	
5270	-1,5	29,711	9,2165	
5271	-1,5	19,578	9,0977	
5272	-1,5	11,721	0,31031	
5273	-1,5	7,1487	4,3588	
5274	-1,5	18,344	1,5618	
5275	-1,5	18,674	2,2384	
5276	-1,5	15,208	8,7011	
5277	-1,5	26,059	9,1119	
5278	-1,5	25,643	9,6941	
5279	-1,5	27,52	1,4401	
5280	-1,5	17,362	1,5551	
5281	-1,5	14,328	9,6875	
5282	-1,5	13,568	3,4653	
5283	-1,5	17,705	2,178	
5284	-1,5	19,547	6,5625	
5285	-1,5	18,984	3,4375	
5286	-1,5	19,328	2,8125	
5287	-1,5	12,646	9,0731	
5288	-1,5	16,157	6,3294	
5289	-1,5	13,984	6,5625	
5290	-1,5	13,715	5,9308	
5291	-1,5	13,201	7,1964	
5292	-1,5	14,768	9,702	
5293	-1,5	20,523	4,0829	
5294	-1,5	20,734	3,4057	
5295	-1,5	20,453	5,9375	
5296	-1,5	20,737	6,6036	
5297	-1,5	15,232	3,4177	
5298	-1,5	15,297	4,0625	
5299	-1,5	14,905	4,0303	
5300	-1,5	15,234	6,6001	
5301	-1,5	15,297	5,9375	
5302	-1,5	14,823	5,9837	
5303	-1,5	20,109	5,3125	
5304	-1,5	20,182	4,6982	
5305	-1,5	21,41	5,3271	
5306	-1,5	21,41	4,6754	
5307	-1,5	14,661	4,6665	
5308	-1,5	14,737	5,2615	
5309	-1,5	15,91	5,3257	
5310	-1,5	15,984	4,6875	
5311	-1,5	18,766	2,8125	
5312	-1,5	18,422	3,4375	
5313	-1,5	18,89	7,2089	
5314	-1,5	18,391	6,5197	
5315	-1,5	13,449	2,8458	
5316	-1,5	13,072	3,4467	
5317	-1,5	25,174	2,1927	
5318	-1,5	25,514	1,5385	
5319	-1,5	25,605	8,4522	
5320	-1,5	25,172	7,83	
5321	-1,5	13,929	9,6644	
5322	-1,5	16,421	4,6216	
5323	-1,5	15,939	4,0522	
5324	-1,5	15,297	2,8125	
5325	-1,5	15,644	6,735	
5326	-1,5	15,867	5,9929	
5327	-1,5	16,407	5,3972	
